timestamp,total_power_w,3V7_WL_SW,3V3_SYS,1V8_SYS,DDR_VDD2,DDR_VDDQ,1V1_SYS,0V8_SW,VDD_CORE,3V3_DAC,3V3_ADC,0V8_AON,HDMI
1784698899.806073260,8.164697,0.000000,0.210915,0.382284,0.300237,0.029627,0.353171,0.346028,6.498573,0.000202,0.001213,0.003020,0.039427
1784698900.258006293,8.918782,0.000000,0.239583,0.355821,0.092477,0.001777,0.218723,0.309455,7.656894,0.000807,0.001413,0.002972,0.038860
1784698900.713273913,9.032913,0.000000,0.201125,0.376916,0.081914,0.001471,0.238276,0.334951,7.755484,0.000808,0.000606,0.002632,0.038730
1784698901.206115009,6.634317,0.000000,0.197715,0.347585,0.160381,0.010956,0.219290,0.307754,5.347132,0.000000,0.001212,0.002680,0.039612
1784698901.690334489,5.970557,0.000000,0.204597,0.402442,0.349359,0.010962,0.218215,0.359428,4.382738,0.000807,0.000606,0.002632,0.038771
1784698902.162375100,5.642999,0.191224,0.213802,0.347585,0.066647,0.006490,0.219801,0.363660,4.189761,0.000000,0.001213,0.002680,0.040136
1784698902.638151667,6.375417,0.159111,0.236544,0.345572,0.062700,0.002071,0.218926,0.344938,4.963028,0.000808,0.001414,0.002922,0.037383
1784698903.206136901,6.553197,0.170130,0.197660,0.354864,0.090446,0.002367,0.217935,0.316346,5.159255,0.000808,0.001415,0.003119,0.038852
1784698903.669878376,7.088092,0.198889,0.207439,0.355879,0.161725,0.000884,0.299930,0.333530,5.488162,0.000808,0.000606,0.002681,0.037559
1784698904.117960525,7.179886,0.195224,0.214698,0.394661,0.296687,0.027884,0.217935,0.302928,5.483008,0.000000,0.001414,0.002924,0.042523
1784698904.610321138,6.511528,0.191752,0.319537,0.438302,0.358554,0.010357,0.215922,0.350393,4.583083,0.000808,0.000606,0.002777,0.039437
1784698905.138329324,8.396516,0.173619,0.198046,0.377018,0.302006,0.015617,0.217935,0.310097,6.758706,0.000808,0.001415,0.002924,0.038325
1784698905.630224457,6.548715,0.180853,0.214818,0.382478,0.266588,0.020344,0.231883,0.345869,4.860104,0.000000,0.001415,0.002875,0.041488
1784698906.138146193,6.644368,0.184424,0.216798,0.348246,0.155565,0.005314,0.219509,0.344931,5.127232,0.000808,0.000606,0.002680,0.038255
1784698906.586480988,7.130729,0.177103,0.211563,0.352091,0.227814,0.000886,0.216996,0.312791,5.588190,0.000000,0.001617,0.002684,0.038994
1784698907.088149623,6.475072,0.000000,0.201349,0.344448,0.090446,0.006790,0.218651,0.295766,5.273729,0.000000,0.001213,0.002680,0.040000
1784698907.574126375,6.137885,0.000000,0.213682,0.350416,0.091887,0.001184,0.216065,0.319324,4.902831,0.000000,0.001213,0.003118,0.038165
1784698908.066480117,8.356767,0.184470,0.210444,0.364673,0.062679,0.001179,0.217574,0.312361,6.959129,0.000000,0.001415,0.003901,0.038942
1784698908.545917768,7.230155,0.184332,0.195017,0.405389,0.360221,0.020393,0.215922,0.310307,5.496450,0.000000,0.000607,0.002777,0.038740
1784698908.994213544,6.597005,0.173619,0.230642,0.348435,0.297676,0.002354,0.218070,0.317814,4.963028,0.000808,0.000606,0.002778,0.041175
1784698909.486268081,7.093213,0.195224,0.217466,0.404528,0.219290,0.019530,0.220092,0.322742,5.450369,0.000808,0.000606,0.002484,0.040074
1784698909.946153301,5.531745,0.180808,0.233825,0.348553,0.066824,0.020714,0.219290,0.343824,4.075081,0.000808,0.000606,0.002631,0.038781
1784698910.426114950,6.807201,0.000000,0.197715,0.409360,0.161685,0.031605,0.221098,0.291864,5.450097,0.000808,0.000606,0.002782,0.039581
1784698910.918588061,6.905622,0.000000,0.210680,0.403424,0.348979,0.005323,0.219014,0.299394,5.374260,0.000809,0.000606,0.003216,0.039917
1784698911.394355513,6.710436,0.000000,0.210562,0.400684,0.159199,0.020098,0.219728,0.294205,5.364324,0.000000,0.000607,0.002874,0.038155
1784698911.867110340,5.773870,0.003615,0.220711,0.343607,0.159992,0.004439,0.220530,0.364607,4.413198,0.000000,0.001211,0.003210,0.038750
